BFR_ID BTO_ID CI RL_PU XL_PU B_MVAR L1_MVA L2_MVA L3_MVA BFR_LB BTO_LB LEN_KM ARE OWN ZE_R ZE_X ZE_C BR_NAME BUS_CTR1 CTR1 BUS_CTR2 CTR2 BFR_SH1 GSHT_F1 BSHT_F1 BTO_SH1 GSHT_T1 BSHT_T1 BFR_SH2 GSHT_F2 BSHT_F2 BTO_SH2 GSHT_T2 BSHT_T2 BFR_SH3 GSHT_F3 BSHT_F3 BTO_SH3 GSHT_T3 BSHT_T3
78.0 471.0 2.0 0.000922 0.008014 14.08 1184.0 1392.0 1184.0 1.0 1.0 0.0 204.0 0.0 0.002766 0.02404 0.0 TPRETO-SP345-BAIXAD-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78.0 474.0 1.0 0.00062 0.00858 19.827 1280.0 1613.0 1280.0 1.0 1.0 0.0 204.0 0.0 0.00186 0.02574 0.0 TPRETO-SP345-SUL----S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78.0 41820.0 1.0 7.1e-05 7.1e-05 0.0 9999.0 9999.0 9999.0 1.0 1.0 0.0 204.0 0.0 7.071e-05 7.071e-05 0.0 TPRETO-SP345-TPTBC1-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78.0 41823.0 1.0 7.1e-05 7.1e-05 0.0 9999.0 9999.0 9999.0 1.0 1.0 0.0 204.0 0.0 7.071e-05 7.071e-05 0.0 TPRETO-SP345-TPTBC4-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.0 420.0 1.0 0.00126 0.01199 25.641 912.0 1103.0 912.0 1.0 1.0 0.0 204.0 0.0 0.00378 0.03597 0.0 TPRET2-SP345-D.RANG-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.0 449.0 3.0 0.0006 0.0063 12.845 1350.0 1350.0 300.0 1.0 1.0 0.0 204.0 0.0 0.0018 0.0189 0.0 TPRET2-SP345-ITAPET-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.0 449.0 4.0 0.0006 0.0063 12.845 1350.0 1350.0 100.0 1.0 1.0 0.0 204.0 0.0 0.0018 0.0189 0.0 TPRET2-SP345-ITAPET-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.0 464.0 1.0 0.001066 0.009279 16.08 912.0 1103.0 100.0 1.0 1.0 0.0 204.0 0.0 0.003198 0.02784 0.0 TPRET2-SP345-LESTE--S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.0 464.0 2.0 0.001066 0.009279 16.08 912.0 1103.0 100.0 1.0 1.0 0.0 204.0 0.0 0.003198 0.02784 0.0 TPRET2-SP345-LESTE--S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.0 41821.0 1.0 7.1e-05 7.1e-05 0.0 9999.0 9999.0 9999.0 1.0 1.0 0.0 204.0 0.0 7.071e-05 7.071e-05 0.0 TPRET2-SP345-TPTBC2-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.0 41822.0 1.0 7.1e-05 7.1e-05 0.0 9999.0 9999.0 9999.0 1.0 1.0 0.0 204.0 0.0 7.071e-05 7.071e-05 0.0 TPRET2-SP345-TPTBC3-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.0 1780.0 1.0 0.007 0.0178 0.454 120.0 120.0 120.0 1.0 1.0 0.0 255.0 0.0 0.021 0.0534 0.0 RESEN2-RJ138-RESEND-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.0 1780.0 2.0 0.007 0.0178 0.454 120.0 120.0 120.0 1.0 1.0 0.0 255.0 0.0 0.021 0.0534 0.0 RESEN2-RJ138-RESEND-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.0 11797.0 1.0 0.0032 0.00815 0.208 122.0 130.0 122.0 1.0 1.0 0.0 255.0 0.0 0.0096 0.02445 0.0 RESEN2-RJ138-NUC-1Y-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
84.0 21797.0 1.0 0.0032 0.00815 0.208 122.0 130.0 122.0 1.0 1.0 0.0 255.0 0.0 0.0096 0.02445 0.0 RESEN2-RJ138-NUC-2Y-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
85.0 1103.0 3.0 5.8e-05 0.001007 10.041 2728.0 3377.0 3377.0 1.0 1.0 0.0 241.0 0.0 0.000174 0.003021 0.0 FOZ50--PR500-MARGEM-P 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
85.0 1103.0 4.0 5.6e-05 0.000979 9.691 2728.0 3377.0 3377.0 1.0 1.0 0.0 241.0 0.0 0.0001692 0.002938 0.0 FOZ50--PR500-MARGEM-P 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.0 82.0 1.0 0.00187 0.02602 60.1 1280.0 1613.0 300.0 1.0 1.0 0.0 204.0 0.0 0.00561 0.07806 0.0 IBIUNA-SP345-TPRET2-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.0 474.0 1.0 0.0016 0.02252 52.045 1280.0 1613.0 1280.0 1.0 1.0 0.0 204.0 0.0 0.0048 0.06756 0.0 IBIUNA-SP345-SUL----S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.0 488.0 1.0 0.000948 0.014987 41.91 2020.0 2390.0 2390.0 1.0 1.0 0.0 204.0 0.0 0.002844 0.04496 0.0 IBIUNA-SP345-INTERL-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.0 488.0 2.0 0.000948 0.014987 41.91 2020.0 2390.0 2390.0 1.0 1.0 0.0 204.0 0.0 0.002844 0.04496 0.0 IBIUNA-SP345-INTERL-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
87.0 9605.0 1.0 0.00081 0.01221 106.8 1855.0 2337.0 1855.0 1.0 1.0 0.0 251.0 0.0 0.00243 0.03663 0.0 RESEND-RJ500-T.RIO--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
90.0 3032.0 1.0 0.00225 0.02468 41.546 747.0 747.0 853.0 1.0 1.0 0.0 302.0 0.0 0.00675 0.07404 0.0 VIANA--ES345-RNSUL--E 90.0 1.0 0.0 0.0 1.0 0.0 -0.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
99.0 101.0 1.0 0.00198 0.03098 317.55 1906.0 1906.0 1906.0 1.0 1.0 0.0 202.0 0.0 0.00594 0.09294 0.0 AS-AR1-SP500-ARARAQ-S 99.0 0.0 101.0 0.0 1.0 0.0 -0.907 1.0 0.0 -0.7347 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
100.0 535.0 1.0 0.00153 0.02356 203.8 1732.0 1732.0 1732.0 1.0 1.0 0.0 202.0 0.0 0.00459 0.07068 0.0 MARIMB-MG500-AVERME-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
100.0 3110.0 1.0 0.001253 0.018381 160.42 1992.0 2390.0 1992.0 1.0 1.0 0.0 351.0 0.0 0.003759 0.05514 0.0 MARIMB-MG500-M.AGUD-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
100.0 4598.0 1.0 6e-05 0.00097 7.4 1855.0 2337.0 1855.0 1.0 1.0 0.0 351.0 0.0 0.00018 0.00291 0.0 MARIMB-MG500-MARIM2-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
100.0 4598.0 2.0 6e-05 0.00086 7.2 1855.0 2337.0 1855.0 1.0 1.0 0.0 351.0 0.0 0.00018 0.00258 0.0 MARIMB-MG500-MARIM2-S 100.0 0.0 0.0 0.0 1.0 0.0 -1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
100.0 4598.0 3.0 6.4e-05 0.000824 7.177 1992.0 2390.0 1992.0 1.0 1.0 0.0 351.0 0.0 0.000192 0.002472 0.0 MARIMB-MG500-MARIM2-S 100.0 1.0 0.0 0.0 1.0 0.0 -1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
101.0 102.0 1.0 0.00156 0.0246 208.5 1855.0 2337.0 1855.0 1.0 1.0 0.0 202.0 0.0 0.00468 0.0738 0.0 ARARAQ-SP500-P.CALD-M 101.0 0.0 0.0 0.0 1.0 0.0 -0.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
101.0 103.0 1.0 0.0015 0.0239 202.6 1855.0 2337.0 1855.0 1.0 1.0 0.0 202.0 0.0 0.0045 0.0717 0.0 ARARAQ-SP500-CAMPIN-S 101.0 0.0 0.0 0.0 1.0 0.0 -0.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
101.0 4598.0 1.0 0.00179 0.02762 236.42 1855.0 2337.0 1855.0 1.0 1.0 0.0 202.0 0.0 0.00537 0.08286 0.0 ARARAQ-SP500-MARIM2-S 101.0 0.0 0.0 0.0 1.0 0.0 -0.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
101.0 4598.0 2.0 0.00178 0.02748 236.83 1855.0 2337.0 1855.0 1.0 1.0 0.0 202.0 0.0 0.00534 0.08244 0.0 ARARAQ-SP500-MARIM2-S 101.0 0.0 0.0 0.0 1.0 0.0 -0.73 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
102.0 1503.0 1.0 0.00129 0.01993 167.7 1855.0 2337.0 1855.0 1.0 1.0 0.0 351.0 0.0 0.00387 0.05979 0.0 P.CALD-MG500-ITAJU3-M 102.0 0.0 0.0 0.0 1.0 0.0 -1.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
103.0 609.0 1.0 0.0006 0.00946 76.26 1855.0 2337.0 1855.0 1.0 1.0 0.0 202.0 0.0 0.0018 0.02838 0.0 CAMPIN-SP500-F.DIAS-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
103.0 6609.0 1.0 0.00024 0.00368 31.7 1855.0 2337.0 61.0 1.0 1.0 0.0 202.0 0.0 0.00072 0.01104 0.0 CAMPIN-SP500-ITATIB-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
103.0 6609.0 2.0 0.00017 0.00267 38.833 2477.0 3464.0 2337.0 1.0 1.0 0.0 202.0 0.0 0.00051 0.00801 0.0 CAMPIN-SP500-ITATIB-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
104.0 27.0 1.0 7.1e-05 7.1e-05 0.0 9999.0 9999.0 9999.0 1.0 1.0 0.0 202.0 0.0 7.071e-05 7.071e-05 0.0 C.PAUL-SP500-CPAUL2-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
104.0 598.0 1.0 0.00075 0.0115 98.9 1855.0 2252.0 1855.0 1.0 1.0 0.0 202.0 0.0 0.00225 0.0345 0.0 C.PAUL-SP500-TAUBAT-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
104.0 609.0 1.0 0.00148 0.02347 193.31 1855.0 2337.0 1855.0 1.0 1.0 0.0 202.0 0.0 0.00444 0.07041 0.0 C.PAUL-SP500-F.DIAS-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
104.0 9626.0 1.0 0.00098 0.0168 252.04 2473.0 2598.0 72.0 1.0 1.0 0.0 202.0 0.0 0.00294 0.0504 0.0 C.PAUL-SP500-BF-----R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
105.0 27.0 1.0 0.00093 0.01456 122.54 1855.0 2337.0 2337.0 1.0 1.0 0.0 251.0 0.0 0.00279 0.04368 0.0 ANGRA--RJ500-CPAUL2-S 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
105.0 9601.0 1.0 0.00092 0.01363 115.34 1855.0 2337.0 558.0 1.0 1.0 0.0 251.0 0.0 0.00276 0.04089 0.0 ANGRA--RJ500-Z.OEST-R 105.0 1.0 0.0 0.0 0.0 0.0 -1.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
105.0 9608.0 1.0 0.00101 0.01518 127.82 1855.0 2337.0 1855.0 1.0 1.0 0.0 251.0 0.0 0.00303 0.04554 0.0 ANGRA--RJ500-N.IGUA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
106.0 108.0 1.0 0.00019 0.00389 42.1 2598.0 2598.0 2598.0 1.0 1.0 0.0 251.0 0.0 0.00057 0.01167 0.0 ADRIAN-RJ500-S.JOSE-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
106.0 109.0 1.0 7.1e-05 7.1e-05 0.0 9999.0 9999.0 15.0 1.0 1.0 0.0 251.0 0.0 7.071e-05 7.071e-05 0.0 ADRIAN-RJ500-BYPSAD-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
107.0 109.0 1.0 0.00033 0.00673 72.576 2598.0 2598.0 83.0 1.0 1.0 0.0 251.0 0.0 0.00099 0.02019 0.0 GRAJAU-RJ500-BYPSAD-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
109.0 9626.0 1.0 0.00012 0.00193 29.698 2473.0 2598.0 72.0 1.0 1.0 0.0 251.0 0.0 0.00036 0.00579 0.0 BYPSAD-RJ500-BF-----R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
